Timestamp,Label_ML,Cam_Face_Det,Cam_Pitch,Cam_Yaw,Cam_EAR,Gyro_Acc_X,Gyro_Acc_Y,Gyro_Acc_Z,Gyro_Rot_X,Gyro_Rot_Y,Gyro_Rot_Z,Audio_dB,Light_Lux,Temp_C,Humidity_Perc,Gas_Pin,Alcohol_Pin
13:12:10.833,VIGILE,0,0.0,0.0,0.0,-4.98,7.594,-2.684,-0.137,0.1,0.003,72.6,0.0,31.0,23,1,1
13:12:11.333,VIGILE,0,0.0,0.0,0.0,-4.963,7.628,-2.749,-0.139,0.086,-0.009,70.84,0.0,31.0,23,1,1
13:12:11.833,VIGILE,0,0.0,0.0,0.0,-5.04,7.618,-2.375,-0.147,0.076,0.003,73.44,0.0,31.0,23,1,1
13:12:12.333,VIGILE,0,0.0,0.0,0.0,-5.006,7.511,-2.6,-0.107,0.084,-0.03,70.76,0.0,31.0,23,1,1
13:12:12.833,VIGILE,1,-165.19,21.62,0.156,-4.906,7.657,-2.576,-0.145,0.064,0.009,72.62,0.0,31.0,23,1,1
13:12:13.333,VIGILE,1,-152.57,18.27,0.211,-4.901,7.444,-2.301,-0.119,0.001,-0.047,73.44,0.0,31.0,23,1,1
13:12:13.833,VIGILE,1,175.49,-16.96,0.227,-5.08,7.726,-2.653,-0.152,0.128,0.013,76.08,0.0,31.0,23,1,1
13:12:14.334,VIGILE,1,175.73,-30.16,0.099,-4.968,7.513,-2.473,-0.107,0.024,-0.06,73.79,0.0,31.0,23,1,1
13:12:14.834,VIGILE,1,-173.63,28.58,0.077,-5.322,7.506,-2.562,-0.139,-0.016,-0.035,70.84,0.0,31.0,23,1,1
13:12:15.334,VIGILE,1,-162.53,32.56,0.158,-4.978,7.621,-2.382,-0.121,0.064,-0.048,72.91,0.0,31.0,23,1,1
13:12:15.834,VIGILE,1,-177.33,-6.66,0.16,-5.095,7.633,-2.61,-0.16,0.062,0.046,76.94,0.0,31.1,23,1,1
13:12:16.334,VIGILE,1,172.86,-23.75,0.254,-4.314,7.415,-2.737,-0.162,0.202,0.099,77.25,0.0,31.1,23,1,1
13:12:16.834,VIGILE,1,174.49,-28.22,0.246,-4.202,7.307,-4.731,-0.156,0.211,0.001,71.23,0.0,31.1,23,1,1
13:12:17.334,VIGILE,1,177.28,-27.85,0.232,-4.424,6.517,-4.429,-0.233,-0.245,-0.017,79.48,0.0,31.1,23,1,1
13:12:17.834,VIGILE,1,173.89,-33.5,0.26,-6.163,8.54,-5.423,-0.02,0.234,-0.096,82.89,0.0,31.1,23,1,1
13:12:18.334,VIGILE,1,178.9,-16.7,0.249,-3.558,7.238,-4.458,-0.147,0.302,-0.137,78.98,0.0,31.2,23,1,1
13:12:18.835,VIGILE,1,177.8,12.67,0.248,-4.046,7.288,-4.257,-0.103,0.186,0.052,85.46,0.0,31.2,23,1,1
13:12:19.335,VIGILE,1,177.06,13.97,0.228,-4.209,8.045,-5.042,-0.511,0.324,-0.379,85.58,0.0,31.2,23,1,1
13:12:19.835,VIGILE,1,174.8,13.15,0.191,-4.379,7.487,-2.231,-0.481,0.175,-0.463,81.37,0.0,31.2,23,1,1
13:12:20.335,VIGILE,1,174.84,11.77,0.245,-4.36,7.24,-1.884,-0.08,0.0,-0.023,76.06,0.0,31.2,23,1,1
13:12:20.835,VIGILE,1,175.1,5.3,0.241,-4.058,7.056,-3.845,-0.213,-0.053,-0.047,81.83,0.0,31.2,23,1,1
13:12:21.335,VIGILE,1,176.16,3.62,0.237,-3.62,8.052,-4.353,-0.039,0.265,0.023,78.27,0.0,31.2,23,1,1
13:12:21.835,VIGILE,1,174.0,-7.27,0.124,-4.956,7.389,-4.422,-0.019,-0.082,-0.074,73.78,0.0,31.2,23,1,1
13:12:22.335,VIGILE,1,178.71,1.65,0.242,-4.243,8.179,-4.147,-0.141,0.133,0.071,81.23,0.0,31.2,23,1,1
