Timestamp,Label_ML,Cam_Face_Det,Cam_Pitch,Cam_Yaw,Cam_EAR,Gyro_Acc_X,Gyro_Acc_Y,Gyro_Acc_Z,Gyro_Rot_X,Gyro_Rot_Y,Gyro_Rot_Z,Audio_dB,Light_Lux,Temp_C,Humidity_Perc,Gas_Pin,Alcohol_Pin
10:47:21.189,VIGILE,0,0.0,0.0,0.0,-0.783,3.452,-9.0,-0.14,0.071,-0.022,80.23,0.0,25.5,40,1,1
10:47:21.689,VIGILE,0,0.0,0.0,0.0,-0.948,3.493,-9.297,-0.14,0.077,-0.022,81.9,0.0,25.5,40,1,1
10:47:22.189,VIGILE,0,0.0,0.0,0.0,-0.958,3.419,-8.904,-0.127,0.064,-0.017,79.13,0.0,25.5,40,1,1
10:47:22.689,VIGILE,0,0.0,0.0,0.0,-0.893,3.515,-9.246,-0.127,0.067,-0.017,74.04,0.0,25.5,40,1,1
10:47:23.189,VIGILE,0,0.0,0.0,0.0,-0.874,3.522,-8.885,-0.141,0.064,-0.019,78.01,0.0,25.5,40,1,1
10:47:23.690,VIGILE,1,-171.92,27.15,0.31,-1.008,3.364,-8.844,-0.112,0.076,-0.018,79.72,0.0,25.5,40,1,1
10:47:24.190,VIGILE,1,-168.84,27.11,0.205,-1.022,3.431,-9.024,-0.134,0.062,-0.021,80.17,0.0,25.5,40,1,1
10:47:24.690,VIGILE,1,-168.61,31.26,0.373,-0.747,3.333,-8.842,-0.126,0.071,-0.018,80.42,0.0,25.5,40,1,1
10:47:25.190,VIGILE,1,-127.77,72.04,0.351,-0.716,3.436,-9.131,-0.137,0.067,-0.019,79.16,0.0,25.5,40,1,1
10:47:25.690,VIGILE,1,-134.19,70.91,0.344,-0.845,3.486,-8.945,-0.145,0.074,-0.024,81.39,0.0,25.5,40,1,1
10:47:26.190,VIGILE,1,-135.32,70.49,0.266,-0.903,3.247,-9.012,-0.133,0.074,-0.021,82.11,0.0,25.5,40,1,1
10:47:26.690,VIGILE,1,-166.76,28.49,0.274,-0.991,3.452,-9.189,-0.152,0.078,-0.024,76.9,0.0,25.5,40,1,1
10:47:27.190,VIGILE,1,-131.82,68.11,0.254,-0.773,3.359,-8.78,-0.129,0.068,-0.014,79.43,0.0,25.5,40,1,1
10:47:27.690,VIGILE,1,-165.2,27.3,0.265,-0.931,3.582,-9.309,-0.128,0.069,-0.021,79.72,0.0,25.5,40,1,1
10:47:28.190,VIGILE,1,-131.94,71.6,0.383,-0.84,3.469,-8.899,-0.143,0.079,-0.022,81.77,0.0,25.5,40,1,1
10:47:28.690,VIGILE,1,-134.08,69.75,0.313,-0.979,3.419,-9.167,-0.121,0.064,-0.015,81.17,0.0,25.5,40,1,1
10:47:29.190,VIGILE,1,-167.88,27.89,0.234,-1.022,3.484,-9.208,-0.137,0.069,-0.019,80.92,0.0,25.5,40,1,1
10:47:29.690,VIGILE,1,-172.3,27.86,0.294,-0.95,3.357,-8.894,-0.133,0.074,-0.018,82.9,0.0,25.5,40,1,1
10:47:30.190,VIGILE,0,0.0,0.0,0.0,-0.883,3.338,-9.012,-0.114,0.064,-0.019,81.72,0.0,25.5,40,1,1
10:47:30.690,VIGILE,1,-175.46,57.52,0.26,-0.737,3.565,-9.139,-0.147,0.071,-0.023,82.51,0.0,25.5,40,1,1
10:47:31.191,VIGILE,1,177.35,48.0,0.359,-0.965,3.467,-8.854,-0.136,0.068,-0.021,83.09,0.0,25.4,40,1,1
10:47:31.691,VIGILE,1,-168.18,60.55,0.545,-0.785,3.395,-8.911,-0.124,0.071,-0.018,80.97,0.0,25.4,40,1,1
10:47:32.191,VIGILE,1,179.68,1.76,0.269,-0.912,3.484,-9.237,-0.146,0.066,-0.026,82.68,0.0,25.4,40,1,1
10:47:32.691,VIGILE,1,-173.94,17.29,0.276,-0.867,3.29,-9.05,-0.129,0.076,-0.015,81.24,0.0,25.4,40,1,1
10:47:33.191,VIGILE,1,178.04,-11.84,0.25,-0.67,3.39,-9.076,-0.141,0.079,-0.022,80.4,0.0,25.4,40,1,1
10:47:33.691,VIGILE,1,178.87,-9.83,0.259,-0.639,3.285,-9.062,-0.161,0.082,-0.035,84.28,0.0,25.4,40,1,1
10:47:34.191,VIGILE,1,-178.69,-10.03,0.246,-0.278,2.923,-9.182,-0.13,0.076,-0.055,77.15,0.0,25.4,40,1,1
10:47:34.691,VIGILE,1,-179.13,-13.86,0.264,-0.254,2.722,-10.087,-0.119,0.101,-0.144,80.14,0.0,25.4,40,1,1
10:47:35.191,VIGILE,1,179.06,-16.1,0.16,-0.383,2.588,-9.136,-0.143,0.179,-0.276,72.54,0.0,25.4,40,1,1
10:47:35.691,VIGILE,1,179.38,-19.48,0.281,-0.455,3.081,-9.708,-0.152,0.16,-0.382,86.73,0.0,25.4,40,1,1
10:47:36.191,VIGILE,1,179.07,-22.48,0.28,-1.377,2.942,-9.139,-0.238,0.242,-0.489,87.22,0.0,25.4,40,1,1
10:47:36.691,VIGILE,1,177.76,-18.21,0.26,-2.152,2.962,-9.491,-0.155,0.199,-0.4,82.64,0.0,25.4,40,1,1
10:47:37.191,VIGILE,1,177.52,-15.2,0.254,-2.042,3.503,-8.768,-0.15,0.164,-0.261,82.1,0.0,25.4,40,1,1
10:47:37.691,VIGILE,1,175.2,-11.98,0.236,-2.437,4.149,-8.593,-0.156,0.111,-0.141,77.47,0.0,25.4,40,1,1
10:47:38.191,VIGILE,1,-171.24,3.5,0.223,-2.1,3.982,-8.571,-0.147,0.09,-0.055,72.1,0.0,25.4,40,1,1
