Timestamp,Label_ML,Cam_Face_Det,Cam_Pitch,Cam_Yaw,Cam_EAR,Gyro_Acc_X,Gyro_Acc_Y,Gyro_Acc_Z,Gyro_Rot_X,Gyro_Rot_Y,Gyro_Rot_Z,Audio_dB,Light_Lux,Temp_C,Humidity_Perc,Gas_Pin,Alcohol_Pin
17:45:40.320,VIGILE,0,0.0,0.0,0.0,-8.507,1.638,3.007,-0.131,0.079,-0.021,70.6,562.74,0.0,0.0,1,0
17:45:40.820,VIGILE,0,0.0,0.0,0.0,-8.988,1.681,3.117,-0.134,0.056,-0.015,65.21,562.35,0.0,0.0,1,0
17:45:41.320,VIGILE,0,0.0,0.0,0.0,-8.521,1.662,3.115,-0.135,0.058,-0.021,71.91,562.13,0.0,0.0,1,0
17:45:41.820,VIGILE,0,0.0,0.0,0.0,-8.914,1.681,3.069,-0.133,0.072,-0.018,73.11,562.02,0.0,0.0,1,0
17:45:42.320,VIGILE,0,0.0,0.0,0.0,-8.964,1.702,3.089,-0.132,0.062,-0.02,62.84,561.79,0.0,0.0,1,0
17:45:42.820,VIGILE,0,0.0,0.0,0.0,-8.691,1.623,3.124,-0.134,0.083,-0.015,71.34,561.47,0.0,0.0,1,0
17:45:43.320,VIGILE,0,0.0,0.0,0.0,-8.95,1.721,3.139,-0.133,0.055,-0.021,68.72,560.86,0.0,0.0,1,0
17:45:43.820,VIGILE,0,0.0,0.0,0.0,-8.538,1.659,3.024,-0.134,0.082,-0.026,73.23,560.53,0.0,0.0,1,0
17:45:44.321,VIGILE,0,0.0,0.0,0.0,-8.914,1.621,3.005,-0.134,0.053,-0.013,73.19,560.09,0.0,0.0,1,0
17:45:44.821,VIGILE,0,0.0,0.0,0.0,-8.679,1.75,3.187,-0.133,0.063,-0.019,0.0,560.03,0.0,0.0,1,0
17:45:45.321,VIGILE,0,0.0,0.0,0.0,-8.775,1.623,3.146,-0.131,0.079,-0.015,0.0,559.81,0.0,0.0,1,0
17:45:45.821,VIGILE,0,0.0,0.0,0.0,-8.914,1.745,3.045,-0.135,0.063,-0.018,0.0,559.42,0.0,0.0,1,0
17:45:46.321,VIGILE,0,0.0,0.0,0.0,-8.574,1.511,3.033,-0.132,0.078,-0.024,0.0,558.88,0.0,0.0,1,0
17:45:46.821,VIGILE,0,0.0,0.0,0.0,-8.894,1.824,3.026,-0.13,0.057,-0.015,0.0,558.55,0.0,0.0,1,0
17:45:47.321,VIGILE,0,0.0,0.0,0.0,-8.662,1.697,3.259,-0.135,0.068,-0.02,0.0,558.59,0.0,0.0,1,0
17:45:47.821,VIGILE,0,0.0,0.0,0.0,-8.875,1.628,2.964,-0.133,0.055,-0.015,0.0,558.05,0.0,0.0,1,0
17:45:48.321,VIGILE,0,0.0,0.0,0.0,-8.808,1.745,3.156,-0.13,0.064,-0.015,0.0,557.66,0.0,0.0,1,0
17:45:48.821,VIGILE,0,0.0,0.0,0.0,-8.82,1.654,3.077,-0.133,0.077,-0.014,0.0,557.6,0.0,0.0,1,0
17:45:49.321,VIGILE,0,0.0,0.0,0.0,-8.926,1.717,2.947,-0.134,0.068,-0.016,0.0,557.22,0.0,0.0,1,0
17:45:49.821,VIGILE,0,0.0,0.0,0.0,-8.535,1.566,3.096,-0.132,0.074,-0.022,0.0,556.94,0.0,0.0,1,0
17:45:50.322,VIGILE,0,0.0,0.0,0.0,-8.902,1.827,3.141,-0.135,0.054,-0.018,0.0,556.28,0.0,0.0,1,0
17:45:50.822,VIGILE,0,0.0,0.0,0.0,-8.521,1.638,3.031,-0.136,0.074,-0.023,0.0,556.17,0.0,0.0,1,0
17:45:51.322,VIGILE,0,0.0,0.0,0.0,-8.899,1.65,3.12,-0.136,0.053,-0.015,0.0,555.51,0.0,0.0,1,0
17:45:51.822,VIGILE,0,0.0,0.0,0.0,-8.832,1.832,3.191,-0.138,0.07,-0.022,0.0,555.13,0.0,0.0,1,0
17:45:52.322,VIGILE,0,0.0,0.0,0.0,-8.835,1.635,3.081,-0.136,0.074,-0.012,0.0,554.91,0.0,0.0,1,0
17:45:52.822,VIGILE,0,0.0,0.0,0.0,-8.923,1.671,3.067,-0.133,0.063,-0.024,0.0,554.68,0.0,0.0,1,0
17:45:53.322,VIGILE,0,0.0,0.0,0.0,-8.629,1.602,3.165,-0.137,0.078,-0.014,0.0,554.57,0.0,0.0,1,0
17:45:53.822,VIGILE,0,0.0,0.0,0.0,-8.983,1.714,3.093,-0.132,0.059,-0.018,0.0,554.08,0.0,0.0,1,0
17:45:54.322,VIGILE,0,0.0,0.0,0.0,-8.511,1.628,2.974,-0.132,0.077,-0.022,0.0,553.8,0.0,0.0,1,0
17:45:54.822,VIGILE,0,0.0,0.0,0.0,-8.983,1.695,3.057,-0.131,0.058,-0.007,0.0,553.74,0.0,0.0,1,0
17:45:55.322,VIGILE,0,0.0,0.0,0.0,-8.768,1.75,3.201,-0.135,0.059,-0.021,0.0,552.6,0.0,0.0,1,0
17:45:55.823,VIGILE,0,0.0,0.0,0.0,-8.928,1.642,3.072,-0.128,0.078,-0.011,0.0,552.54,0.0,0.0,1,0
17:45:56.323,VIGILE,0,0.0,0.0,0.0,-8.756,1.791,3.227,-0.136,0.06,-0.021,0.0,552.42,0.0,0.0,1,0
17:45:56.823,VIGILE,0,0.0,0.0,0.0,-8.337,1.721,3.299,-0.13,0.077,-0.009,0.0,552.2,0.0,0.0,1,0
17:45:57.323,VIGILE,0,0.0,0.0,0.0,-8.899,1.733,3.096,-0.132,0.06,-0.018,0.0,551.81,0.0,0.0,1,0
17:45:57.823,VIGILE,0,0.0,0.0,0.0,-8.468,1.611,3.0,-0.135,0.071,-0.027,0.0,551.59,0.0,0.0,1,0
17:45:58.323,VIGILE,0,0.0,0.0,0.0,-8.971,1.592,3.103,-0.131,0.056,-0.02,0.0,551.37,0.0,0.0,1,0
17:45:58.823,VIGILE,0,0.0,0.0,0.0,-9.105,1.566,2.959,-0.131,0.079,-0.026,0.0,550.82,0.0,0.0,1,0
17:45:59.323,VIGILE,0,0.0,0.0,0.0,-8.892,1.568,3.021,-0.135,0.068,-0.024,0.0,550.49,0.0,0.0,1,0
17:45:59.823,VIGILE,0,0.0,0.0,0.0,-9.029,1.626,2.722,-0.136,0.065,-0.029,0.0,550.38,0.0,0.0,1,0
17:46:00.323,VIGILE,0,0.0,0.0,0.0,-8.617,1.58,3.069,-0.131,0.083,-0.014,0.0,549.99,0.0,0.0,1,0
17:46:00.823,VIGILE,0,0.0,0.0,0.0,-9.637,1.492,2.89,-0.134,0.085,-0.023,0.0,549.61,0.0,0.0,1,0
17:46:01.323,VIGILE,0,0.0,0.0,0.0,-8.516,1.657,2.964,-0.134,0.085,-0.021,0.0,549.12,0.0,0.0,1,0
17:46:01.823,VIGILE,0,0.0,0.0,0.0,-8.976,1.645,3.029,-0.134,0.056,-0.008,0.0,548.89,0.0,0.0,1,0
17:46:02.323,VIGILE,0,0.0,0.0,0.0,-8.72,1.867,3.239,-0.131,0.063,-0.018,0.0,548.67,0.0,0.0,1,0
17:46:02.824,VIGILE,0,0.0,0.0,0.0,-9.029,1.671,3.189,-0.125,0.081,-0.014,0.0,548.39,0.0,0.0,1,0
17:46:03.324,VIGILE,0,0.0,0.0,0.0,-8.957,1.64,3.146,-0.132,0.061,-0.02,0.0,548.17,0.0,0.0,1,0
17:46:03.824,VIGILE,0,0.0,0.0,0.0,-8.617,1.714,3.153,-0.133,0.077,-0.007,0.0,547.95,0.0,0.0,1,0
17:46:04.324,VIGILE,0,0.0,0.0,0.0,-9.043,1.743,3.158,-0.134,0.063,-0.017,0.0,547.4,0.0,0.0,1,0
17:46:04.824,VIGILE,0,0.0,0.0,0.0,-8.468,1.551,2.849,-0.14,0.072,-0.03,0.0,547.01,0.0,0.0,1,0
17:46:05.324,VIGILE,0,0.0,0.0,0.0,-8.787,1.674,3.17,-0.138,0.049,-0.009,0.0,547.12,0.0,0.0,1,0
17:46:05.824,VIGILE,0,0.0,0.0,0.0,-8.569,1.726,3.191,-0.132,0.062,-0.025,0.0,546.41,0.0,0.0,1,0
17:46:06.324,VIGILE,0,0.0,0.0,0.0,-8.866,1.662,2.976,-0.127,0.068,-0.014,0.0,546.18,0.0,0.0,1,0
17:46:06.824,VIGILE,0,0.0,0.0,0.0,-8.813,1.709,3.187,-0.137,0.063,-0.019,0.0,545.96,0.0,0.0,1,0
17:46:07.324,VIGILE,0,0.0,0.0,0.0,-8.657,1.587,3.122,-0.133,0.086,-0.019,0.0,545.41,0.0,0.0,1,0
17:46:07.824,VIGILE,0,0.0,0.0,0.0,-8.88,1.788,3.081,-0.135,0.055,-0.015,0.0,545.3,0.0,0.0,1,0
17:46:08.324,VIGILE,0,0.0,0.0,0.0,-8.535,1.652,3.045,-0.131,0.074,-0.027,0.0,544.64,0.0,0.0,1,0
17:46:08.824,VIGILE,0,0.0,0.0,0.0,-8.911,1.654,3.036,-0.133,0.052,-0.013,0.0,544.42,0.0,0.0,1,0
17:46:09.324,VIGILE,0,0.0,0.0,0.0,-8.72,1.846,3.366,-0.131,0.061,-0.015,0.0,544.2,0.0,0.0,1,0
17:46:09.825,VIGILE,0,0.0,0.0,0.0,-8.736,1.611,3.124,-0.132,0.072,-0.015,0.0,543.92,0.0,0.0,1,0
17:46:10.325,VIGILE,0,0.0,0.0,0.0,-8.825,1.686,3.045,-0.134,0.067,-0.017,0.0,543.59,0.0,0.0,1,0
17:46:10.825,VIGILE,1,-164.47,69.88,0.29,-8.693,1.726,2.933,-0.132,0.077,-0.012,0.0,543.21,0.0,0.0,1,0
17:46:11.325,VIGILE,1,-173.54,72.53,0.46,-8.825,1.669,3.098,-0.137,0.067,-0.025,0.0,543.82,0.0,0.0,1,0
17:46:11.825,VIGILE,0,0.0,0.0,0.0,-8.444,1.645,3.01,-0.136,0.077,-0.025,0.0,543.77,0.0,0.0,1,0
17:46:12.325,VIGILE,1,-162.22,-40.06,0.288,-8.882,1.753,3.084,-0.135,0.069,-0.016,0.0,543.66,0.0,0.0,1,0
